word,translation
conscious,adj.意识到的
irrespective,adj.不顾的，不考虑的
rely,v.依赖
seek,v.寻找
entity,n.实体
chocolate,n.巧克力
expert,n.专家，行家
afford,v.承担得起
confidential,adj.秘密的，机密的
everywhere,adv.到处
greenhouse,n.温室，暖房
dawn,n.黎明，拂晓
stereotype,n.刻板印象
procession,n.行列
ambiguous,adj.模棱两可的
naval,adj.海军的
automation,n.自动化
eleven,num.十一
sit,v.坐
nine,num.九
exposure,n.暴露
artificial,adj.人造的
valuable,adj.有价值的，珍贵的
judgement,n.看法，评价
twice,adv.两倍
ambitious,adj.有野心的
travel,n.旅行，游历
purchase,n.购买
wire,n.电线
prosper,v.兴旺，发达
farmer,n.农民
solemn,adj.严肃的
fairy,n.小仙子，小精灵
stripe,n.条纹
agony,n.极度痛苦
painting,n.画作
indeed,adv.的确
calendar,n.日历
extension,n.扩大
kneel,v.跪下，跪着
below,adv.在…下面
subject,n.主题
conflict,n.冲突，争论
screen,n.屏幕
shy,adj.羞怯的
manuscript,n.手稿，原稿
century,n.世纪
guidance,n.引导，指导
concentrate,v.聚精会神
encyclopedia,n.百科全书
bend,v.弯曲
litter,n.垃圾
leak,v.渗漏
suit,n.套装，西装
scorn,v.轻蔑，鄙视
legend,n.传说
retrieve,v.取回
decimal,n.小数
literary,adj.文学的
revolution,n.巨大变化
denounce,v.谴责，指责
goal,n.目标
marital,adj.婚姻的
dubious,adj.怀疑的
address,n.地址
science,n.科学
seed,n.种子
Catholic,n.天主教徒
immigrant,n.移民，侨民
linen,n.亚麻布
merge,v.合并
comprehensive,adj.全面的
personnel,n.人事部门
thus,adv.以此方式
actual,adj.真实的
substitute,n.代替者，代替物
bacon,n.培根，熏猪肉
well-known,adj.众所周知的，熟知的
discover,v.发现，发掘
conductor,n.指挥
perish,v.死亡
needle,n.针
assurance,n.担保
fabric,n.织物，布料
signature,n.签名
religion,n.宗教（信仰）
track,n.小道
thrift,n.节约，节俭
leg,n.腿
balcony,n.阳台
admit,v.承认
troop,n.军队，部队
feudal,adj.封建的
sweat,n.汗水
calorie,n.卡路里
charity,n.慈善
silent,adj.沉默寡言的
percentage,n.百分比，百分率
scare,v.使受惊吓
thin,adj.薄的，细的
modernization,n.现代化
here,adv.向这里
life,n.生命
cost,n.费用
page,n.页
circus,n.马戏团
flush,v.冲洗
angel,n.天使
cycle,n.循环，周期
ill,adj.患病的
senior,adj.资深的
battle,n.战斗
spoil,v.溺爱
cohesive,adj.团结的，有凝聚力的
instant,adj.立即的
chemistry,n.化学
maths,n.数学
orchestra,n.管弦乐队
tendency,n.倾向
file,n.文件
fossil,n.化石
council,n.议会
kind,adj.体贴的，友好的，宽容的
numerous,adj.众多的，许多的
provided,conj.倘若，只要
thank,n.感谢
strip,n.条，带
school,n.学校
sunrise,n.日出
compound,n.化合物
slot,n.窄缝
melt,v.熔化，融化
horsepower,n.马力
smile,n.微笑，笑容
February,n.二月
conversion,n.转变
rate,n.速率
sideways,adj.一侧的
cocaine,n.可卡因
lock,n.锁
physicist,n.物理学家
clean,adj.洁净的
stir,v.搅动
longitude,n.经度
shear,v.剪
aggregate,n.合计，总数
offset,v.抵消，弥补
smoke,n.烟
apparatus,n.设备，仪器
tedious,adj.单调的，冗长的
ample,adj.足够的，充裕的
asset,n.有价值的人或物
humid,adj.潮湿的，湿热的
group,n.组，群
cannon,n.大炮
chest,n.胸部
change,v.改变
ideology,n.意识形态，思想体系
apologise,v.道歉
irony,n.有讽刺意味的情况
agree,v.赞成
kill,n.杀死，捕杀
ingenious,adj.心灵手巧的
transport,n.运输
pocket,n.口袋
steer,v.驾驶
point,n.点
quarantine,n.隔离期
wander,v.漫步于
width,n.宽度，广度
gentle,adj.温柔的
efficient,adj.效率高的
excitement,n.兴奋
catch,v.抓住
ponder,v.沉思
endeavor,v.努力，尽力
lunar,adj.月球的，月亮的
crown,n.王冠
tomorrow,adv.在明天
fling,v.扔
permeate,v.扩散，弥漫
indifferent,adj.不感兴趣的，漠不关心的
animal,adj.动物的
boost,v.促进
mandate,n.授权
nourish,v.抚养，滋养
neither,adv.也不
passive,adj.被动的，消极的
cigaret,n.香烟
mark,n.污点
ridge,n.山脊
reach,v.到达
crack,v.破裂
reluctant,adj.不情愿的，勉强的
permanent,adj.永久的，持久的
yawn,v.打哈欠
their,det.他们的，她们的，它们的
instantaneous,adj.瞬间的，即刻的
pick,v.挑选
myself,pron.我自己
bias,n.偏袒，偏见
weapon,n.武器
devote,v.致力，献身
monopoly,n.垄断
bankrupt,adj.破产的
grip,v.紧握
strap,n.带子
forehead,n.额头，前额
detail,n.细节
will,aux. v.将
ten,num.十
scream,v.尖叫
injure,v.伤害，损害
imperial,adj.帝国的，帝王的
sip,v.小口喝
probe,v.探查
fetch,v.拿来
publication,n.出版（物）
shrewd,adj.机灵的，敏锐的
rigorous,adj.谨慎的
kiss,n.吻
victory,n.胜利，成功
dual,adj.双重的
off,adv.离开
shop,n.商店
fume,v.恼火
microscope,n.显微镜
authority,n.当局
demonstrate,v.证明
wide,adj.宽的
jealous,adj.妒忌的
installation,n.安装
Christian,n.基督教徒
voluntary,adj.自愿的，志愿的
medium,adj.中等的，中号的
object,n.东西
feasible,adj.可行的
shower,n.阵雨
introduce,v.介绍
head,n.头部
cent,n.分 （货币单位）
widespread,adj.广泛的，普遍的
surname,n.姓
inertia,n.懒惰
marvelous,adj.极好的，非凡的
immune,adj.免疫的
plagiarism,n.抄袭（作品）
illustrate,v.以图表说明
restrict,v.限制
dwarf,adj.矮小的
imply,v.暗示，暗指
chief,adj.主要的
bite,n.咬
relevant,adj.相关的，切题的
sacred,adj.神圣的
badly,adv.非常
wage,n.工资
southern,adj.南方的，向南的
finger,n.手指
difference,n.差别
invaluable,adj.非常宝贵的，无价的
restore,v.使复原
chairman,n.主席
controversial,adj.有争议的，引发争论的
downtown,adv.在（到）市区
under,prep.在…下面
apt,adj.恰当的，有…倾向的，聪明的
soak,v.浸泡
diameter,n.直径
nowadays,adv.现在，现今，目前
skim,v.浏览
easy,adj.容易的
neck,n.颈，脖子
flood,n.洪水
infer,v.推断
optional,adj.可以任选的
array,n.一系列
seemingly,adv.表面上，看似
endow,v.向…捐款
conquer,v.攻克
October,n.十月
opponent,n.对手，竞争者
domestic,adj.家用的，家庭的
intimidate,v.恐吓，威胁
experiment,n.实验，试验
favorite,n.最喜欢的人或物
narrative,n.叙事
funny,adj.有趣的
heroic,adj.英雄的，英勇的
chance,n.可能性
treasure,n.财富
punish,v.惩罚
extensive,adj.广阔的
ecology,n.生态（学）
supper,n.晚饭
twelve,num.十二
difficulty,n.困难
addition,n.加法
store,n.商店
pen,n.笔，钢笔
fiber,n.纤维
whereby,adv.凭此，借以
fountain,n.喷泉
temperament,n.性情，气质
haste,n.匆忙，仓促
bread,n.面包
nitrogen,n.氮，氮气
density,n.浓度
trademark,n.商标
inner,adj.里面的，内部的
bribe,n.贿赂（物）
gramme,n.克
surface,n.表面
remains,n.剩余物
cosy,adj.温暖舒适的
jaw,n.颌骨
tumour,n.肿瘤，肿块
uncover,v.揭露，发现
kid,n.小孩，年轻人
motor,adj.有引擎的
void,adj.无效的
merry,adj.愉快的，欢乐的
depth,n.深度
foundation,n.基础
organize,v.组织
steward,n.乘务员
lung,n.肺
annoy,v.使心烦，使生气
hedge,v.用树篱围住
frost,n.霜
excuse,n.借口
dependent,adj.依赖的
formation,n.形成
auxiliary,adj.辅助的
advance,n.前进
advisable,adj.明智的，可取的
medal,n.奖章，勋章
notion,n.观念，理念，看法
spectator,n.观众
burn,v.燃烧
draft,n.草稿
necessary,adj.必需的，必要的
counterpart,n.职务相当的人，作用相当的事物
stain,v.弄脏
tender,adj.温柔的，亲切的
extract,v.拔出
underlying,adj.根本的
mode,n.方式
ideal,adj.理想的，完美的
dry,adj.干的
inferior,adj.级别低的
big,adj.大的
barbecue,n.烤架
machine,n.机器
really,adv.真正的
decline,v.减少，下降
envelope,n.信封
twenty,num.二十
exile,n.流放
knot,n.结
what,pron.什么，多么
into,prep.进入
rigid,adj.死板的
fate,n.命运
syndrome,n.综合症状，症候群
whom,pron.谁，什么人
complex,adj.复杂的，难懂的
monument,n.纪念碑
evil,adj.邪恶的
resultant,adj.由此产生的
simulate,v.模仿
loan,v.借出
charm,n.魅力
minimum,adj.最低限度的，最小的
leisure,n.休闲，空闲
seminar,n.研讨会
headache,n.头痛
interesting,adj.有趣的，有吸引力的
official,adj.官方的
alike,adv.相同地，相似地
darling,n.亲爱的，亲爱之人
proposal,n.提议
arrow,n.箭
engineer,n.工程师
ascertain,v.查明，弄清
super,adj.极好的，超级的
respect,n.尊敬，尊重
honorable,adj.可敬的
indoor,adj.户内的，室内的
fall,v.落下
loaf,n.一条（面包）
several,adj.各自的
courtesy,n.谦恭有礼的举止，礼貌
intend,v.想要，打算
reserve,v.预约
pad,n.衬垫
silly,adj.愚蠢的
glove,n.手套
southeast,n.东南
literature,n.文学
save,v.拯救
timely,adj.及时的，适时的
install,v.安装
whilst,conj.当…时，与…同时
reveal,v.揭示，披露
repeat,v.重做，重复
gather,v.聚集
chair,n.椅子
rank,n.等级，级别
cater,v.提供饮食
temptation,n.诱惑，引诱
soap,n.肥皂
media,n.媒体，传播媒介
adjacent,adj.毗连的，邻近的
very,adj.恰好的，正是
chalk,n.粉笔
do,v.做
niece,n.侄女，外甥女
where,adv.在哪里
threaten,v.威胁
revenge,n.报复，复仇
illustration,n.插图
elephant,n.大象
unlikely,adj.不大可能的
intelligence,n.智力
triumph,n.成功，胜利
whistle,n.哨子，口哨声
disc,n.圆盘
disrupt,v.扰乱
desire,n.渴望，欲望
mercy,n.仁慈，宽恕
equivalent,adj.等同的
market,n.市场
budget,n.预算
seven,num.七
taxi,n.出租车
movie,n.电影
propagate,v.传播
recur,v.再发生，反复出现
warm,adj.温暖的
influential,adj.有权势的，有影响力的
expect,v.预料
eyesight,n.视力
survey,n.民意调查
fatal,adj.致命的
policy,n.政策，方针
suitable,adj.合适的，适宜的
tide,n.潮汐
give,v.给，提供
fever,n.发烧
mould,n.霉
generous,adj.慷慨的，大方的
concrete,adj.具体的
advertise,v.做广告
blood,n.血
thermometer,n.温度计
computer,n.计算机，电脑
brown,adj.棕色的，褐色的
campus,n.大学校园
you,pron.你，你们
heighten,v.加强，提高，增强
muscular,adj.肌肉的
dish,n.碟子，盘子
pierce,v.刺破，穿透
blind,adj.失明的
convenient,adj.方便的
quantitative,adj.数量的
wake,v.醒来，唤醒
subway,n.地铁
stair,n.梯阶，楼梯
enclosure,n.围场
miracle,n.奇迹
reality,n.现实
elsewhere,adv.在别处，到别处
factor,n.因素
cylinder,n.圆柱体
steal,v.偷，窃取
subjective,adj.个人的
slope,n.斜坡
alienate,v.使疏远
machinery,n.（统称） 机器
central,adj.主要的
shuttle,n.航天飞机
study,v.学习
madam,n.夫人，女士
urban,adj.城市的
director,n.董事，经理
brand,n.品牌
clause,n.从句
butter,n.黄油，奶油
pedal,n.踏板
manage,v.设法完成
factory,n.工厂
demand,v.坚持要
injury,n.受伤
build,v.建造
channel,n.频道
kindergarten,n.幼儿园
volt,n.伏特
lamp,n.灯
plantation,n.种植园
evaporate,v.蒸发
sympathize,v.同情
aftermath,n.后果，余波
sophomore,n.（高中或大学）二年级学生
muscle,n.肌肉
liberal,adj.思想开明的
naive,adj.无经验的
exceedingly,adv.极其，非常
intricate,adj.错综复杂的
notify,v.通知，告知
mistake,n.错误，错事
vain,adj.徒劳的
beware,v.当心
grab,v.抓住
frequent,adj.频繁的
entrepreneur,n.企业家
existence,n.存在
environment,n.环境
outstanding,adj.杰出的
education,n.教育
mortal,adj.终有一死的
poetry,n.诗歌
spread,v.展开
us,pron.我们
foreigner,n.外国人
prime,adj.首要的
famine,n.饥荒
Sunday,n.星期日
introduction,n.介绍
definite,adj.肯定的
vacant,adj.空的
gratitude,n.感激，感谢
avenue,n.林荫道
metre,n.米，公尺
cherish,v.珍爱
limb,n.肢体
nucleus,n.（细胞、原子）核
embassy,n.大使馆
fraud,n.欺诈罪
idea,n.主意，想法
patent,n.专利
melody,n.旋律
faithful,adj.如实的
technical,adj.技术的，工艺的
spy,n.间谍，密探
indicate,v.表明，暗示
busy,adj.忙碌的
tolerance,n.忍受，宽容
union,n.工会
donate,v.捐赠
purple,adj.紫色的
candy,n.糖果
disposition,n.性格
finding,n.发现
tablet,n.平板电脑
furious,adj.暴怒的
compete,v.竞争，对抗
final,adj.最后的，最终的
we,pron.我们
old,adj.年老的
vulgar,adj.粗俗的，俗气的
vase,n.花瓶
bush,n.灌木
compress,v.压缩
against,prep.反对
railroad,n.铁路
combat,n.战斗，格斗
assemble,v.聚集
knock,n.敲击声
carbohydrate,n.碳水化合物
shepherd,n.牧羊人
northwest,adj.西北的
spend,v.花费
gear,n.齿轮
nineteen,num.十九
fill,v.（使）充满
shortcoming,n.短处，缺点
mute,adj.沉默的
grow,v.增强
pig,n.猪，令人不快的人
human,adj.人的
versatile,adj.多才多艺的
ceremony,n.典礼，仪式
overseas,adj.国外的，海外的
tram,n.有轨电车
obligation,n.义务，责任
moon,n.月亮，月球
in,prep.在…某一点
blaze,n.火焰，烈火
via,prep.经由，经过
pain,n.疼痛，痛苦
reject,v.拒绝
ivory,n.象牙
click,v.点击
refer,v.提及
classroom,n.教室
radiant,adj.容光焕发的
virtual,adj.虚拟的
ash,n.灰，灰烬
dominate,v.支配
similar,adj.类似的，相像的
commit,v.投入
convene,v.召集，召开，集合
disturb,v.打扰
promote,v.促进
contend,v.主张，声称
spray,n.浪花
penalty,n.处罚
graduate,v.毕业
certainty,n.确实性
powerful,adj.强大的
once,adv.一次
copper,n.铜
odds,n.几率，可能性
publicity,n.宣传
black,adj.黑的
lyric,n.抒情诗
tonight,adv.在今夜，在今晚
essay,n.论文
predecessor,n.前辈，前任
slaughter,v.屠宰
divert,v.使分心
transient,adj.短暂的
reliable,adj.可信赖的，可靠的
fellow,n.伙伴
crane,v.伸长（脖子）看，探头看
bin,n.储物箱
September,n.九月
dance,n.舞蹈
coin,n.硬币
squirrel,n.松鼠
limp,n.跛行
grain,n.谷物
splendid,adj.壮丽的
war,n.战争
parent,n.父母
exist,v.存在
usually,adv.通常，一般，经常
encounter,v.遭遇
couple,n.情侣，夫妇
failure,n.失败（者）
segment,n.部分
apple,n.苹果
alone,adj.独自
pupil,n.小学生
album,n.专辑
interval,n.间隔
thorn,n.刺
pool,n.游泳池
analysis,n.分析
noun,n.名词
shield,n.盾牌
lesson,n.课程
everything,pron.每件事
epoch,n.时代
box,n.盒子，箱子
per,prep.每，每一
supersonic,adj.超音速的
cooperative,adj.合作的
mild,adj.轻微的
policewoman,n.女警察
critic,n.评论家
weave,v.编织
oneself,pron.自己，自身
rock,n.岩石
pretend,adj.假装的
cut,v.切，割
installment,n.一期 （分期付款）
relief,n.宽慰
conviction,n.定罪
mortgage,v.抵押
protocol,n.礼节
praise,n.赞扬
housework,n.家务活
defence,n.防御
wit,n.智力
radar,n.雷达
masculine,adj.具有男子气质的
speaker,n.演讲者
plus,prep.加上
alongside,prep.同时
interest,n.兴趣
flap,v.振翅
league,n.联盟
question,n.问题
cheap,adj.便宜的
suppose,v.认为
mingle,v.使混合
wholly,adv.完全地，完整地
background,n.背景
bath,n.洗澡
chairwoman,n.女主席
mediate,v.调解，调停
mix,v.混合
gang,n.帮派
massacre,n.大屠杀
cyberspace,n.网络空间
bronze,n.青铜
ego,n.自尊
whereas,conj.然而，但是
logic,n.逻辑
grim,adj.严肃的
tobacco,n.烟草，烟叶
flow,n.流动
charter,n.宪章
render,v.使变得
choir,n.合唱团
maintenance,n.维修
death,n.死亡
fragile,adj.易碎的
angle,n.角
wreck,n.（船、车等的） 残骸
harness,v.控制，利用
garden,n.花园
mirror,n.镜子
operational,adj.操作的
exquisite,adj.精美的
announce,v.宣布
aerial,adj.空中的
laser,n.激光
blur,n.模糊
dim,adj.暗淡的，模糊的
poke,v.戳，刺，捅
state,n.国家
patch,n.小块
corn,n.谷物
lick,v.舔
ending,n.结局
camp,n.营地
around,adv.周围
monster,n.怪物，恶魔
according to,phrase.根据，依照
stretch,v.撑大
spiritual,adj.精神的，心灵的
stress,n.压力
echo,n.回音
reverse,v.彻底改变
aeroplane,n.飞机
reinforce,v.加强，加固
mosquito,n.蚊子
dose,n.一份，一点
formidable,adj.令人敬畏的
oppress,v.压迫，使压抑
four,num.四
distinction,n.差异
youngster,n.年轻人，儿童
gold,adj.金色的
province,n.省
adverse,adj.不利的，有害的
flexible,adj.灵活的
careful,adj.小心的
counsel,n.律师
concise,adj.简洁的，简明的
cover,n.覆盖物
chunk,n.相当大的数量
significant,adj.意义重大的
hell,n.地狱
perfect,adj.完美的
roundabout,n.环岛
hook,n.钩，挂钩，鱼钩
infectious,adj.传染的
sharp,adj.锋利的
kit,n.成套工具
structure,n.结构，构造
sincere,adj.诚挚的
recommend,v.推荐
prolong,v.延长，拖长
ask,v.询问
publish,v.出版
integral,adj.必需的，不可或缺的
communism,n.共产主义
candle,n.蜡烛
spur,v.激励
medical,adj.医学的，医疗的，医术的
own,v.拥有
pastime,n.消遣，娱乐
executive,adj.行政的
vanity,n.虚荣心，自大
anxiety,n.焦虑
set,v.放置
strike,v.击
magazine,n.杂志
focus,v.集中
jewel,n.宝石
explanation,n.解释，说明
willing,adj.愿意的
bearing,n.影响
wagon,n.运货车
function,n.功能
locality,n.地区，地点
litre,n.升
superstition,n.迷信
heart,n.心脏
switch,v.改变，转变
jurisdiction,n.管辖权，司法权
menace,n.威胁
rehearse,v.排练
deduct,v.减去，扣除
ourselves,pron.我们自己
fifteen,num.十五
idle,adj.懒惰的
abundant,adj.大量的
hostess,n.女主人
description,n.描述，叙述
membership,n.会员身份
outfit,n.全套服装
oven,n.烤箱，烤炉
discharge,v.允许离开
assumption,n.假定
buy,v.购买
deadline,n.最终期限，截止日期
epidemic,n.流行病
insult,n.侮辱，辱骂
indignant,adj.愤慨的
romance,n.浪漫史
himself,pron.他自己
viewpoint,n.观点，看法
appliance,n.家用电器
somebody,pron.某人
relationship,n.关系，联系
commonwealth,n.英联邦
elicit,v.引出
embrace,v.拥抱
transfer,v.转移
can,mod. v.能，会
jungle,n.丛林
feather,n.羽毛
desert,v.抛弃
crystal,n.水晶
seventy,num.七十
marriage,n.婚姻，结婚
expand,v.扩大
recession,n.经济衰退
captain,n.舰长，机长
means,n.方式，途径
tomato,n.西红柿，番茄
most,adv.（构成最高级）最
noisy,adj.吵闹的，嘈杂的
monkey,n.猴子
lamb,n.羔羊
happy,adj.快乐的，幸福的，满意的
resilient,adj.有适应力的
lace,n.蕾丝，花边
insert,v.插入
because,conj.因为，由于
twinkle,v.闪耀，闪烁
aware,adj.察觉到的
knit,v.编织
actress,n.女演员
somehow,adv.以某种方式
accept,v.接受
projector,n.放映机，投影仪
juvenile,adj.青少年的
dealer,n.经销商
hover,v.盘旋
peel,v.剥去
sample,n.样本，样品
effective,adj.有效的
excel,v.擅长
vocation,n.工作，职业
client,n.委托人，当事人，客户，顾客
yell,v.叫喊，吼叫
odd,adj.古怪的
optical,adj.视力的
inference,n.推理
intermediate,adj.中间的
lens,n.透镜，镜片
liability,n.责任
accumulate,v.积累
due,adj.由于，因为
shadow,n.阴影，影子
ratio,n.比例，比率
scold,v.责骂，数落
crude,adj.粗略的
saleswoman,n.女售货员
deliver,v.递送
surround,v.环绕，包围
count,v.数数
superior,adj.更好的
specimen,n.样本
pile,n.摞，沓
jam,n.果酱
conference,n.会议
flame,n.火焰
pray,v.祈祷
yellow,adj.黄色的
analogy,n.类比
vigorous,adj.精力充沛的
belly,n.肚子
yard,n.院子
until,prep.直到…才，直到…为止
react,v.（作出）反应
forty,num.四十
coarse,adj.粗糙的
therefore,adv.因此，所以
match,n.比赛
petroleum,n.石油
dispute,n.争论
spell,n.咒语
qualification,n.学历；资格
unusual,adj.特别的，不寻常的
divorce,n.离婚
fright,n.惊吓
knob,n.球形把手
capital,n.资本
republican,n.共和党人
television,n.电视机
first,det.第一
erase,v.抹去
fan,n.风扇
shake,v.摇动
layer,n.层
irrigate,v.灌溉
plausible,adj.貌似合理的
millimeter,n.毫米
path,n.小路
siege,n.围攻，围困
besides,adv.况且，再说
boy,n.男孩
film,n.电影
exercise,n.锻炼
Bible,n.圣经
responsibility,n.责任（心）
exceptional,adj.杰出的
ashore,adv.在岸上，上岸
impress,v.使钦佩
so-called,adj.所谓的
tale,n.故事，传说
momentum,n.动力，势头
duck,n.鸭子
inflation,n.通货膨胀
eradicate,v.根除，杜绝
confidence,n.信任
friction,n.摩擦（力）
enjoy,v.享受
dominant,adj.有影响力的
peach,n.桃子
party,n.聚会
your,det.你的，你们的
kick,v.踢，踹
pattern,n.模式
enclose,v.围起
female,adj.雌性的，女性的
last,adv.最后，最终
technique,n.技艺，工艺
scholar,n.学者
bruise,n.瘀伤
alert,adj.机敏的
cashier,n.收银员，出纳员
by,prep.靠近
evolve,v.逐步发展
landlord,n.房东，地主，店主
sturdy,adj.结实的
timber,n.木料
external,adj.外来的
appeal,n.上诉
activity,n.活动，行动
laugh,n.笑声
fake,n.赝品
bleak,adj.无望的
bump,v.碰撞
competition,n.竞争
carpet,n.地毯
dollar,n.美元
turnover,n.营业额
alphabet,n.字母表
upset,v.打乱
orbit,n.轨道
embryo,n.胚胎
inclusive,adj.全部包含在内的
pet,n.宠物
fresh,adj.新的
lever,n.杠杆
pair,n.一双，一副，一对
plunge,v.纵身投入
security,n.安全
warehouse,n.仓库
obedient,adj.服从的，顺从的
worst,adj.最差的，最坏的
answer,n.回复
bitter,adj.苦的
five,num.五
curve,n.曲线，弧线
mainland,n.大陆，本土
mature,adj.成熟的
whether,conj.是否
famous,adj.著名的
officer,n.军官
flaw,n.错误
dilemma,n.进退两难的窘境
grope,v.搜索，摸索
sponge,n.海绵
turmoil,n.混乱，骚动，动荡
massive,adj.巨大的
try,v.尝试，努力
compile,v.编纂
confine,v.限制
impulse,n.冲动
worth,adj.值得…的
carriage,n.火车车厢
faulty,adj.有缺陷的
distant,adj.遥远的
excerpt,n.摘录
disappear,v.消失
dinner,n.晚饭，晚宴
medieval,adj.中世纪的
shark,n.鲨鱼
practical,adj.实际的
pregnant,adj.怀孕的
swim,n.游泳
yield,v.产生
counter,v.反驳
extend,v.伸长
rescue,n.救援
intensity,n.强烈，剧烈
drift,v.漂流
service,v.维修，保养
sarcastic,adj.讽刺的
paste,n.面团
large,adj.大的，大量的
at,prep.在…
valley,n.山谷，河谷
loose,adj.松动的
yet,adv.迄今
true,adj.真正的
best,adj.最好的
complicated,adj.复杂的，难懂的
minister,n.部长
up,adv.向上
drunk,adj.醉酒的
expensive,adj.昂贵的
embarrass,v.使尴尬，使难堪
repay,v.偿还
fat,adj.肥胖的
undermine,v.暗中破坏
kettle,n.水壶
vacation,n.假期
roof,n.屋顶
whose,pron.谁的
phenomenon,n.现象
superiority,n.优势
rather,adv.相当地
scratch,v.抓，搔，刮
shrink,v.收缩
royalty,n.王室成员
conscientious,adj.认真的，勤勤恳恳的
bore,v.使厌烦
orientation,n.方向，定位
shabby,adj.破旧的
dog,n.狗
archaeology,n.考古学
therapy,n.疗法，治疗
reform,v.改革，改良
regardless,adv.不管，无论
fore,adj.前部的
twist,v.使弯曲
mention,n.提及，说起
intensive,adj.密集的，强化的
journey,n.旅行，旅程
immerse,v.使浸没于
control,n.控制
resemblance,n.相像，相似
secure,adj.安全的
urge,v.敦促，强烈要求
committee,n.委员会
regarding,prep.关于
loud,adj.大声的，喧闹的
auditorium,n.礼堂
steady,adj.稳定的
metric,adj.米制的，公制的
permit,v.批准，许可
culprit,n.罪犯
conversation,n.交谈，谈话
remind,v.使记起
lorry,n.卡车，货车
resident,n.居民
booth,n.小隔间
propaganda,n.宣传
comparable,adj.类似的
habit,n.习惯
outside,adj.外部的
art,n.艺术
angry,adj.愤怒的
bulletin,n.公告
attention,n.注意
infant,n.幼儿，婴儿
I,pron.我
news,n.新闻
motive,n.动机，缘由
empty,adj.空的
text,n.文本
series,n.一系列
certify,v.证明，核实
enter,v.进入
eye,n.眼睛
doctrine,n.教义
monetary,adj.金融的，货币的
swift,adj.迅速的，敏捷的
balance,n.平衡
discuss,v.讨论
accurate,adj.准确的，精确的
base,v.以…为基础
reflect,v.反射
barn,n.谷仓
oriental,adj.东方的
innocent,adj.无恶意的
jury,n.陪审团
hop,v.单脚跳行
toil,n.苦工，艰辛的工作
proportion,n.比例
each,det.各自，每个
self,n.自己
someone,pron.某人
consist,v.由…组成
convenience,n.便利，方便
reporter,n.记者
overlap,v.重叠，重合
accuracy,n.准确性，精确性
entrance,n.入口
later,adj.后来的，以后的
respective,adj.各自的，分别的
offer,n.出价，报价
opt,v.选择，挑选
procedure,n.程序
incur,v.招致，遭受
shave,v.剃
me,pron.我
exact,adj.精确的
update,v.更新，升级
lucrative,adj.赚大钱的，获利多的
eclipse,v.遮住…的光
such,det.这样的
reading,n.阅读
agenda,n.议题
laughter,n.笑，笑声
moral,adj.道德的
inhibit,v.妨碍，抑制
foreign,adj.外国的
mammal,n.哺乳动物
violin,n.小提琴
golf,n.高尔夫球运动
merchandise,v.推销，销售
migrate,v.迁徙，移居
rose,n.玫瑰花
breed,n.品种
version,n.版本
additional,adj.附加的，额外的
tower,n.塔，塔楼
kin,n.亲戚，家属
oar,n.船桨，桨
home,adj.家庭的
hospital,n.医院
may,mod. v.也许，可以，但愿
why,adv.为什么
nation,n.国家，民族
racial,adj.种族的
please,int.请
deck,n.甲板
adequate,adj.足够的
hypocrisy,n.伪善，虚伪
wealth,n.财富
smooth,adj.光滑的
prominent,adj.重要的
crowd,n.人群
keyboard,n.键盘
majesty,n.雄伟壮观
stereo,n.立体声（音响）
incline,v.倾向于
port,n.港口（城市）
handle,v.处理，对付
withhold,v.拒绝给，不给
application,n.申请（书）
librarian,n.图书管理员
exaggerate,v.夸大，夸张
storage,n.贮藏，存储
accompany,v.陪伴
downstairs,adv.往楼下，在楼下
toast,n.烤面包片，吐司
comrade,n.共患难的朋友，同志
depart,v.离开，出发
superfluous,adj.过剩的，多余的
drawback,n.缺点
guilty,adj.犯罪的，有罪责的
rub,v.摩擦
discount,v.打折
questionnaire,n.调查表，问卷
adventure,n.冒险
drill,n.钻头
son,n.儿子
April,n.四月
substance,n.物质
blend,v.混合
visual,adj.视觉的，视力的
extent,n.程度
franchise,n.特许经营权
fixture,n.固定装置
fame,n.声誉，名望
night,n.夜晚
overhear,v.偶然听到，无意中听到
association,n.联合
stipulate,v.规定，明确要求
job,n.工作，职业
theory,n.学说，理论
howl,v.嗥叫
boil,n.沸腾
deaf,adj.聋的
suspicious,adj.引起怀疑的，可疑的
plaster,n.灰泥
tow,v.牵引，拖，拉
perspective,n.视角
molecule,n.分子
skull,n.颅骨，脑壳
confer,v.授予
sorry,adj.难过的
narrow,adj.狭窄的
our,det.我们的
speed,n.速度
ahead,adv.在前面，向前
claw,n.爪，钳，螯
characterize,v.以…为特征
escort,n.护卫者
tradition,n.传统
advice,n.建议
individual,adj.个人的
feeling,n.感觉
strength,n.力量
hi,int.嗨
approval,n.批准
fish,n.鱼（肉）
porcelain,n.瓷（器）
criterion,n.标准，准则
urgent,adj.紧急的，迫切的
sunset,n.日落
cotton,n.棉花
figure,n.数字
pessimistic,adj.悲观（主义）的
inhale,v.吸入，吸气
picnic,n.野餐
invisible,adj.隐形的，无形的
sole,adj.唯一的
variation,n.变化
captive,n.俘虏
emphasize,v.强调
adore,v.爱慕
error,n.错误
item,n.（一件） 物品
grant,v.同意
transform,v.彻底改变
spontaneous,adj.自然的
year,n.年
two,num.二
meantime,n.其间，其时
obey,v.遵守，服从，顺从
confuse,v.使迷惑
rope,n.绳索
creep,v.悄悄行进
regulation,n.规章
clergy,n.神职人员
